File,Created,Accessed,Modified,Target Size (bytes),Target is on:,Volume Type,Volume Serial,Volume Label,Target File Path,
C:\Users\dmk16\AppData\Roaming\Microsoft\Windows\Recent\pylnker-master (2).lnk,2018-01-31 10:43:37.804607,2018-01-31 10:43:37.804607,2018-02-09 17:37:17.902229,4096,Local volume,Fixed (Hard Disk),1cbd9382,,C:\Users\dmk16\Desktop\pylnker-master
C:\Users\dmk16\AppData\Roaming\Microsoft\Windows\Recent\pylnker-master.lnk,2018-01-31 10:43:18.689880,2018-01-31 10:43:18.689880,2018-01-31 10:43:19.150270,11394,Local volume,Fixed (Hard Disk),1cbd9382,,C:\Users\dmk16\Downloads\pylnker-master.zip
C:\Users\dmk16\AppData\Roaming\Microsoft\Windows\Recent\pylnker.lnk,2017-04-26 19:11:30,2017-04-26 19:11:30,2018-02-11 00:25:51.595995,12938,Local volume,Fixed (Hard Disk),1cbd9382,,C:\Users\dmk16\Documents\GitHub\Capstone_Project\pylnker.py
C:\Users\dmk16\AppData\Roaming\Microsoft\Windows\Recent\python-registry-master.lnk,2018-02-24 12:31:55.201942,2018-02-24 12:31:55.201942,2018-02-24 12:32:01.040533,11352153,Local volume,Fixed (Hard Disk),1cbd9382,,C:\Users\dmk16\Downloads\python-registry-master.zip
C:\Users\dmk16\AppData\Roaming\Microsoft\Windows\Recent\PythonApplication.lnk,2018-03-03 19:33:22.737173,2018-03-03 19:33:22.737173,2018-03-03 19:33:22.737173,0,Local volume,Fixed (Hard Disk),1cbd9382,,C:\Users\dmk16\source\repos\PythonApplication
C:\Users\dmk16\AppData\Roaming\Microsoft\Windows\Recent\PythonApplication1 (2).lnk,2018-01-28 08:20:54.759851,2018-01-28 08:20:54.759851,2018-01-28 08:25:24.432238,129,Local volume,Fixed (Hard Disk),1cbd9382,,C:\Users\dmk16\source\repos\PythonApplication1\PythonApplication1\PythonApplication1.py
C:\Users\dmk16\AppData\Roaming\Microsoft\Windows\Recent\PythonApplication1.lnk,2018-01-28 08:20:51.005960,2018-01-28 08:20:51.005960,2018-01-28 21:10:53.220533,4096,Local volume,Fixed (Hard Disk),1cbd9382,,C:\Users\dmk16\source\repos\PythonApplication1\PythonApplication1
C:\Users\dmk16\AppData\Roaming\Microsoft\Windows\Recent\PythonApplication1.sln.lnk,2018-01-28 08:20:53.051151,2018-01-28 08:20:53.051151,2018-01-28 08:21:00.785559,989,Local volume,Fixed (Hard Disk),1cbd9382,,C:\Users\dmk16\source\repos\PythonApplication1\PythonApplication1.sln
C:\Users\dmk16\AppData\Roaming\Microsoft\Windows\Recent\PythonApplication2 (2).lnk,2018-03-10 12:33:35.231443,2018-03-10 12:33:35.231443,2018-03-10 13:19:36.669256,4096,Local volume,Fixed (Hard Disk),1cbd9382,,C:\Users\dmk16\Documents\GitHub\Capstone_Project\LNK_Inspector\PythonApplication2
C:\Users\dmk16\AppData\Roaming\Microsoft\Windows\Recent\PythonApplication2.lnk,2018-02-12 18:58:26.595148,2018-02-12 18:58:26.595148,2018-02-24 16:47:12.449390,13043,Local volume,Fixed (Hard Disk),1cbd9382,,C:\Users\dmk16\source\repos\PythonApplication2\PythonApplication2.py
